INSTDATE,FIRSTROAD,SECONDROAD,QUADRANT,INT_TYPE,PEDBUTTONS,PED_TIMER,ACCESSIBLE PEDESTRIAN SIGNAL,latitude,longitude,Point,Count
1982/01/01,CANYON MEADOWS DRIVE,QUEENSLAND DR/DEER RIDGE DR,SE,Traffic signal,Yes,No,,50.93182648251129,-114.02711327926654,POINT (-114.027113279267 50.931826482511),1
1962/01/01,42 AVENUE,BLACKFOOT TRAIL,SE,Traffic signal,Yes,No,,51.0159583898629,-114.04855207876243,POINT (-114.048552078762 51.015958389863),1
1990/09/27,JOHN LAURIE BOULEVARD,NOSE HILL DRIVE,NW,Traffic signal,Yes,No,,51.12771216745942,-114.19450621769151,POINT (-114.194506217692 51.127712167459),1
2012/11/14,7 AVENUE,10 STREET,SW,Traffic signal,No,Yes,,51.047160694109266,-114.08607372347915,POINT (-114.086073723479 51.047160694109),1
2017/05/29,MAHOGANY GATE,MAHOGANY PLAZA,SE,Traffic signal,Yes,Yes,,50.89954251364393,-113.94031762985696,POINT (-113.940317629857 50.899542513644),1
2019/03/27,CRANFORD WAY,CRANSTON ROUNDABOUT,SE,Pedestrian RRFB,Yes,No,,50.8688243815496,-113.96923357171536,POINT (-113.969233571715 50.86882438155),1
2017/05/25,ROCKBOROUGH PARK/ROYAL OAK GARDENS,ROCKY RIDGE ROAD,NW,Pedestrian RRFB,Yes,No,,51.15201434345259,-114.2342227290316,POINT (-114.234222729032 51.152014343453),1
2017/06/27,48 AVENUE,85 STREET,NW,Traffic signal T intersection,Yes,Yes,,51.09587255557029,-114.21096971365698,POINT (-114.210969713657 51.09587255557),1
1984/01/01,WHITEHORN DRIVE,36 STREET,NE,Traffic signal T intersection,Yes,Yes,,51.08490980338303,-113.98173187689645,POINT (-113.981731876896 51.084909803383),1
1970/05/01,TRAFFORD DRIVE,4 STREET,NW,Overhead Flasher,Yes,,,51.098662366020434,-114.07149888225176,POINT (-114.071498882252 51.09866236602),1
2008/08/12,50 AVENUE,5 STREET,SW,1/2 signal,Yes,No,,51.00873770622331,-114.07641974764695,POINT (-114.076419747647 51.008737706223),1
1987/11/26,32 AVENUE,27 STREET,NE,Traffic signal,Yes,No,,51.08147826152776,-113.99481929267559,POINT (-113.994819292676 51.081478261528),1
2019/11/19,23 AVENUE,4 STREET,NW,Pedestrian RRFB,Yes,No,,51.073247008730824,-114.07154321149895,POINT (-114.071543211499 51.073247008731),1
2002/09/29,CROWCHILD TRAIL,53 STREET,NW,Traffic signal,Yes,Yes,,51.105496822591526,-114.16476369916221,POINT (-114.164763699162 51.105496822592),1
2020/03/02,9100,BONAVENTURE DRIVE,SE,Overhead Flasher,Yes,No,,50.97039833179587,-114.06876391593748,POINT (-114.068763915937 50.970398331796),1
1998/07/14,RICHMOND ROAD,CROWCHILD TRAIL,SW,Traffic signal T intersection,Yes,Yes,,51.0369345338663,-114.11121617587779,POINT (-114.111216175878 51.036934533866),1
2018/01/28,17 AVENUE,DEERFOOT TRAIL,SE,Pedestrian RRFB,Yes,No,,51.037211085697926,-114.00749408788737,POINT (-114.007494087887 51.037211085698),1
1974/11/01,26 AVENUE,17A STREET,SW,Overhead Flasher,Yes,No,,51.03043351636075,-114.10334739210863,POINT (-114.103347392109 51.030433516361),1
1987/01/01,39 AVENUE,MACLEOD TRAIL,S,Traffic signal,Yes,Yes,,51.0186233803329,-114.06269726297579,POINT (-114.062697262976 51.018623380333),1
2018/08/17,TUSCANY VALLEY PARK,TUSCANY WAY,NW,Fire signal,Yes,No,,51.126861764314704,-114.24833105447344,POINT (-114.248331054473 51.126861764315),1
1992/12/12,EDGEMONT BOULEVARD,EDGEBROOK DR/EDENWOLD DR,NW,Traffic signal,Yes,No,,51.12774804399276,-114.13856943210773,POINT (-114.138569432108 51.127748043993),1
2017/07/17,19 AVENUE,5 STREET,SW,Pedestrian RRFB,Yes,No,,51.03624940200094,-114.0741878271945,POINT (-114.074187827194 51.036249402001),1
2017/08/17,16198,McKENZIE LAKE WAY,SE,Pedestrian RRFB,Yes,No,,50.90692655139995,-113.98384037882859,POINT (-113.983840378829 50.9069265514),1
2009/11/08,4 AVENUE,BARLOW TRAIL,NE,1/2 signal,Yes,No,,51.05547820067719,-114.00163564025841,POINT (-114.001635640258 51.055478200677),1
2017/12/21,42 AVENUE,BRANDON STREET,SE,Pedestrian RRFB,Yes,,,51.01593106044897,-114.05550860809059,POINT (-114.055508608091 51.015931060449),1
1999/08/27,12 AVENUE,12 STREET,SW,Traffic signal,No,Yes,,51.04221709474541,-114.09137908487193,POINT (-114.091379084872 51.042217094745),1
1977/01/01,8 AVENUE,52 STREET,SE,Traffic signal,Yes,No,,51.04517716820689,-113.95820347836377,POINT (-113.958203478364 51.045177168207),1
2019/04/17,140 AVENUE/SYMONS VALLEY PARKWAY,STONEY TRAIL/14 STREET,NW,Traffic signal,Yes,Yes,,51.181482948147284,-114.09463069643324,POINT (-114.094630696433 51.181482948147),1
1985/01/01,JOHN LAURIE BOULEVARD,HAWKWOOD HL/RANCHLANDS BV,NW,Traffic signal,Yes,No,,51.124050629117036,-114.17936297021072,POINT (-114.179362970211 51.124050629117),1
1980/01/01,16 AVENUE,14 STREET NB RAMP,NW,Traffic signal,Yes,Yes,,51.066899265846125,-114.0940163406215,POINT (-114.094016340621 51.066899265846),1
1929/01/01,7 AVENUE,CENTRE STREET,S,Traffic signal,No,Yes,,51.04647843794067,-114.0629672972547,POINT (-114.062967297255 51.046478437941),1
2012/12/07,1417C,33 STREET,SW,Traffic signal T intersection,Yes,Yes,,51.040136367621066,-114.13545415080554,POINT (-114.135454150806 51.040136367621),1
2011/03/24,64 AVENUE,36 STREET,NE,Traffic signal T intersection,No,No,,51.113220259808294,-113.98162816863092,POINT (-113.981628168631 51.113220259808),1
2017/07/11,CROWCHILD TRAIL,LONGRIDGE DRIVE,SW,Pedestrian RRFB,Yes,No,,50.99534935903974,-114.11792017419047,POINT (-114.11792017419 50.99534935904),1
2004/08/03,RICHARDSON WAY,RICHARDSON ROAD,SW,Traffic signal,Yes,No,,51.01328313792681,-114.13646239023333,POINT (-114.136462390233 51.013283137927),1
1976/01/01,HERITAGE DRIVE,BONAVENTURE DR/FLINT RD,SE,Traffic signal,Yes,No,,50.97955646904889,-114.06795633011765,POINT (-114.067956330118 50.979556469049),1
1981/01/01,MCKNIGHT BOULEVARD,FALCONRIDGE BV/ 52 STREET,NE,Traffic signal,Yes,Yes,,51.09606923591771,-113.95836623500702,POINT (-113.958366235007 51.096069235918),1
1973/07/13,9 AVENUE,9 STREET,SW,Traffic signal T intersection,No,Yes,,51.04519289109591,-114.08375349847624,POINT (-114.083753498476 51.045192891096),1
2016/06/15,SARCEE TRAIL,SHERWOOD BOULEVARD,NW,Traffic signal T intersection,Yes,No,,51.16255838175527,-114.1629361182481,POINT (-114.162936118248 51.162558381755),1
1999/07/30,DOUGLASDALE BOULEVARD,DOUGLASBANK DRIVE,SE,Traffic signal T intersection,Yes,No,,50.94459972781466,-114.00482749630031,POINT (-114.0048274963 50.944599727815),1
1990/11/05,BLACKFOOT TRAIL,HIGHFIELD ROAD,SE,Traffic signal,Yes,No,,51.020875408255456,-114.04782798493329,POINT (-114.047827984933 51.020875408255),1
1981/01/01,ANDERSON ROAD,WOODPARK BOULEVARD,SW,Traffic signal T intersection,Yes,Yes,,50.950533455605594,-114.10895351218109,POINT (-114.108953512181 50.950533455606),1
2015/12/08,18 STREET,QUARRY PARK BOULEVARD,SE,1/2 signal,Yes,Yes,,50.965032672038774,-114.01277056294086,POINT (-114.012770562941 50.965032672039),1
1981/01/01,CROWCHILD TRAIL,GLENMORE TRAIL,SW,Traffic signal T intersection,Yes,Yes,,51.000021454022345,-114.11802518568628,POINT (-114.118025185686 51.000021454022),1
2016/03/22,112 AVENUE,ROYAL VISTA LINK,NW,Traffic signal T intersection,Yes,No,,51.15397394965297,-114.20521150221488,POINT (-114.205211502215 51.153973949653),1
2009/11/13,RIVERFRONT AVENUE,4 STREET,SE,Traffic signal T intersection,No,Yes,,51.048890433316394,-114.05159283322617,POINT (-114.051592833226 51.048890433316),1
1974/01/01,ANDERSON ROAD,ACADIA DRIVE,SE,Traffic signal,Yes,No,,50.94820635838589,-114.04193897019083,POINT (-114.041938970191 50.948206358386),1
1996/06/13,70 AVENUE,11 STREET,SE,Traffic signal,Yes,No,,50.99099500874873,-114.0399105324569,POINT (-114.039910532457 50.990995008749),1
1962/01/01,16 AVENUE,19 STREET,NE,Traffic signal,Yes,No,,51.066942445594314,-114.01338839150128,POINT (-114.013388391501 51.066942445594),1
1982/01/01,42 AVENUE,OGDEN ROAD,SE,Traffic signal,Yes,No,,51.01550973821489,-114.0155215094765,POINT (-114.015521509476 51.015509738215),1
1975/01/01,20 AVENUE,19 STREET,NW,Traffic signal,Yes,No,,51.0705463369862,-114.10629610786324,POINT (-114.106296107863 51.070546336986),1
2016/07/28,ARBOUR CREST DRIVE,ARBOUR LAKE ROAD,NW,Pedestrian RRFB,Yes,No,,51.134021837598894,-114.20823158985482,POINT (-114.208231589855 51.134021837599),1
2020/01/21,EVANSPARK BOULEVARD,SYMONS VALLEY PARKWAY,NW,Traffic signal T intersection,Yes,Yes,,51.168115829116694,-114.11791990471795,POINT (-114.117919904718 51.168115829117),1
2003/11/17,DALFORD ROAD,DALHOUSIE DRIVE,NW,Traffic signal,Yes,Yes,,51.10554706523767,-114.15633016341886,POINT (-114.156330163419 51.105547065238),1
1996/10/18,DALHOUSIE DRIVE,DALHAM CRESCENT,NW,Traffic signal,Yes,Yes,,51.106557464907674,-114.1588076032537,POINT (-114.158807603254 51.106557464908),1
2001/05/29,10 AVENUE,37 STREET,SW,Overhead Flasher,Yes,No,,51.04322639061836,-114.14113690101895,POINT (-114.141136901019 51.043226390618),1
2004/01/10,HARVEST HILLS BOULEVARD,COUNTRY VILLAGE WY/PANAMOUNT,N,Traffic signal,Yes,Yes,,51.15657477384224,-114.06984574803622,POINT (-114.069845748036 51.156574773842),1
2003/06/20,50 AVENUE,1A STREET,SE,Traffic signal T intersection,Yes,No,,51.008717343424074,-114.0613729457437,POINT (-114.061372945744 51.008717343424),1
2015/11/06,6103,130 AVENUE,SE,Traffic signal T intersection,No,No,,50.92867544506524,-113.94369628563936,POINT (-113.943696285639 50.928675445065),1
2001/06/21,ACADIA DRIVE,94 AVENUE,SE,Overhead Flasher,Yes,No,,50.968520945224505,-114.0484352227635,POINT (-114.048435222763 50.968520945225),1
1998/06/30,114 AVENUE,BARLOW TRAIL,SE,Traffic signal,Yes,Yes,,50.95048704542282,-113.98142130424313,POINT (-113.981421304243 50.950487045423),1
1966/08/01,ELBOW DRIVE,86 AVENUE/HARCOURT ROAD,SW,Overhead Flasher,Yes,No,,50.97672659610045,-114.08385811504924,POINT (-114.083858115049 50.9767265961),1
2003/10/04,DEERFOOT TRAIL,McKENZIE LAKE BOULEVARD,SE,Traffic signal T intersection,No,No,,50.91645219908599,-113.97746518416044,POINT (-113.97746518416 50.916452199086),1
2005/12/12,SHAWVILLE GATE,SHAWVILLE LINK,SE,Traffic signal,Yes,Yes,,50.8988076832338,-114.06619474965642,POINT (-114.066194749656 50.898807683234),1
2015/01/26,BOW BOTTOM TRAIL,137 AVENUE,SE,Pedestrian RRFB,Yes,No,,50.92733962624984,-114.03009524588782,POINT (-114.030095245888 50.92733962625),1
2015/03/10,HIDDEN CREEK BOULEVARD,HIDDEN CREEK HT/HIDDEN CREEK WY,NW,Pedestrian RRFB,Yes,No,,51.16011732816747,-114.10087418972813,POINT (-114.100874189728 51.160117328167),1
1953/01/01,8 AVENUE,MACLEOD TRAIL/2 STREET,SE,Traffic signal,No,Yes,,51.045397236546584,-114.05811288859965,POINT (-114.0581128886 51.045397236547),1
2018/06/06,SHAGANAPPI TRAIL,SHERWOOD GATE,NW,Traffic signal T intersection,Yes,Yes,,51.16337862573866,-114.14372943304599,POINT (-114.143729433046 51.163378625739),1
1975/01/01,50 AVENUE,BARLOW TRAIL,SE,Traffic signal,Yes,No,,51.008674339285385,-114.00175270675838,POINT (-114.001752706758 51.008674339285),1
2018/10/22,26 AVENUE,4 STREET,NW,Fire signal,No,No,,51.076124384105064,-114.0715475685985,POINT (-114.071547568598 51.076124384105),1
1987/08/31,32 AVENUE,23 STREET,NE,Traffic signal,Yes,Yes,,51.08147826466813,-114.00510934771972,POINT (-114.00510934772 51.081478264668),1
2009/10/26,128 AVENUE,METIS TRAIL,NE,Traffic signal,Yes,No,,51.1653571391847,-113.97001801780152,POINT (-113.970018017802 51.165357139185),1
1974/01/01,64 AVENUE,4 STREET,NW,Traffic signal,Yes,Yes,,51.11060999657497,-114.0714473054146,POINT (-114.071447305415 51.110609996575),1
2002/11/18,130 AVENUE,48 STREET,SE,Traffic signal,Yes,No,,50.931981926568405,-113.96514600452949,POINT (-113.965146004529 50.931981926568),1
2019/09/04,SKYVIEW CIRCLE,SKYVIEW PARADE,NE,Traffic signal T intersection,Yes,Yes,,51.155849441544895,-113.95223231545842,POINT (-113.952232315458 51.155849441545),1
2007/04/12,84 AVENUE,BONAVENTURE DRIVE,SE,Overhead Flasher,Yes,No,,50.97775712823007,-114.06854235124499,POINT (-114.068542351245 50.97775712823),1
2008/08/22,FISH CREEK BOULEVARD/MILLVIEW GT,JAMES McKEVITT ROAD,SW,Traffic signal,Yes,No,,50.9176045385357,-114.10004764275871,POINT (-114.100047642759 50.917604538536),1
2020/06/25,SETON CRESCENT/SETON DRIVE,SETON WAY,SE,Traffic signal,Yes,Yes,,50.87688026147537,-113.95734197571629,POINT (-113.957341975716 50.876880261475),1
1980/01/01,PALLISER DRIVE,24 STREET,SW,Traffic signal,Yes,No,,50.969460327335945,-114.1179440114609,POINT (-114.117944011461 50.969460327336),1
2013/07/11,FRONT STREET,SETON WAY,SE,1/2 signal,Yes,Yes,,50.880657769521484,-113.9566717195113,POINT (-113.956671719511 50.880657769521),1
2018/03/02,BARLOW TRAIL,STONEHILL GATE,NE,Traffic signal,Yes,No,,51.15676852956338,-114.00166908155329,POINT (-114.001669081553 51.156768529563),1
2017/11/17,79 AVENUE,HERITAGE DRIVE,SE,Traffic signal,Yes,Yes,,50.98268408261823,-114.04847129339225,POINT (-114.048471293392 50.982684082618),1
2010/05/21,112 AVENUE,ROYAL VISTA DRIVE/85 STREET,NW,Traffic signal,Yes,No,,51.15220388088908,-114.20920857171994,POINT (-114.20920857172 51.152203880889),1
1954/01/01,6 AVENUE,CENTRE STREET,S,Traffic signal,No,Yes,,51.047444436236695,-114.06286451684127,POINT (-114.062864516841 51.047444436237),1
2005/08/07,OAKMOOR DRIVE,24 STREET,SW,Overhead Flasher,Yes,No,,50.96315522202059,-114.11797414869709,POINT (-114.117974148697 50.963155222021),1
1995/09/25,RICHARDSON WAY,RICHARD ROAD,SW,Traffic signal,Yes,No,,51.01231847089241,-114.12238684600467,POINT (-114.122386846005 51.012318470892),1
2004/02/23,MIDPARK BOULEVARD,MIDPARK DRIVE,SE,Traffic signal,Yes,No,,50.912423384637876,-114.06124907388026,POINT (-114.06124907388 50.912423384638),1
1989/11/16,32 AVENUE,COLLEGIATE BOULEVARD,NW,Traffic signal T intersection,Yes,No,,51.08146701537836,-114.13752955137817,POINT (-114.137529551378 51.081467015378),1
1951/01/01,8 AVENUE,4 STREET,SW,Traffic signal,No,Yes,,51.045803068216735,-114.07146914109512,POINT (-114.071469141095 51.045803068217),1
1979/01/01,16 AVENUE,BOWFORT ROAD/CANADA OLYMPIC DRIVE,NW,Traffic signal,Yes,Yes,,51.08334613492875,-114.2092226306801,POINT (-114.20922263068 51.083346134929),1
2011/08/30,QUARRY PARK BOULEVARD,QUARRY PARK ROAD,SE,Traffic signal,Yes,No,,50.963421547741284,-114.0072065029362,POINT (-114.007206502936 50.963421547741),1
2003/10/30,SUNRIDGE WAY,29 STREET,NE,Traffic signal,Yes,No,,51.06918919005762,-113.99182435507332,POINT (-113.991824355073 51.069189190058),1
1954/01/01,5 AVENUE,10 STREET,NW,Traffic signal T intersection,No,Yes,,51.05711167714095,-114.08594319212658,POINT (-114.085943192127 51.057111677141),1
1967/01/01,NORTHMOUNT DRIVE,CHARLESWOOD DRIVE,NW,Traffic signal,Yes,Yes,,51.089276486109014,-114.11732066068215,POINT (-114.117320660682 51.089276486109),1
2000/06/29,11 AVENUE,12 STREET,SW,Traffic signal,No,Yes,,51.04318104569478,-114.09131101378584,POINT (-114.091311013786 51.043181045695),1
1981/01/01,17 AVENUE,45 STREET,SW,Traffic signal,Yes,Yes,,51.03780533731224,-114.152822646131,POINT (-114.152822646131 51.037805337312),1
1985/07/22,DOVER RIDGE DRIVE,36 STREET,SE,Traffic signal,Yes,No,,51.02111992809437,-113.98159888374612,POINT (-113.981598883746 51.021119928094),1
1973/01/01,McKNIGHT BOULEVARD,AVIATION BLVD/12 STREET,NE,Traffic signal,Yes,Yes,,51.09609979282944,-114.03339255063631,POINT (-114.033392550636 51.096099792829),1
1980/01/01,NORTH HAVEN DRIVE,14 STREET,NW,Traffic signal,Yes,No,,51.09216467468977,-114.09473030269443,POINT (-114.094730302694 51.09216467469),1
1989/12/07,7 AVENUE,BARLOW TRAIL,NE,Traffic signal T intersection,No,No,,51.0585670151928,-114.00169762013199,POINT (-114.001697620132 51.058567015193),1
2008/01/21,DALHOUSIE DRIVE,53 STREET,NW,Traffic signal,Yes,No,,51.113452102570534,-114.15633609723061,POINT (-114.156336097231 51.113452102571),1
2020/01/27,PANAMOUNT BOULEVARD,PANAMOUNT DRIVE,NW,Pedestrian RRFB,Yes,No,,51.159857377804045,-114.07385751795238,POINT (-114.073857517952 51.159857377804),1
1968/01/01,SOUTHLAND DRIVE,ELBOW DRIVE,SW,Traffic signal,Yes,No,,50.96353777274001,-114.08484510869262,POINT (-114.084845108693 50.96353777274),1
2007/08/27,SUNRIDGE BOULEVARD,26 STREET,NE,Traffic signal,Yes,No,,51.076857667077974,-113.99820191706031,POINT (-113.99820191706 51.076857667078),1
2008/03/25,AIRPORT TRAIL,19 STREET,NE,Traffic signal,Yes,No,,51.139523669235686,-114.01330381335312,POINT (-114.013303813353 51.139523669236),1
2002/08/29,130 AVENUE,DOUGLASDALE BOULEVARD,SE,Traffic signal,Yes,No,,50.9319503521281,-113.9836334925539,POINT (-113.983633492554 50.931950352128),1
2007/10/04,SYMONS VALLEY ROAD,CREEKSIDE S.C.,NW,Traffic signal T intersection,Yes,No,,51.15986955032818,-114.12343545523123,POINT (-114.123435455231 51.159869550328),1
2017/09/10,HAWKMOUNT GREEN,HAWKSTONE DRIVE,NW,Pedestrian RRFB,Yes,No,,51.13498468404534,-114.17838974099348,POINT (-114.178389740993 51.134984684045),1
1992/11/24,CROWFOOT CRESCENT,CROWFOOT WAY,NW,Traffic signal,Yes,No,,51.12489756953465,-114.20016989229245,POINT (-114.200169892292 51.124897569535),1
1996/11/04,CROWFOOT RD/RANGE DR,NOSE HILL DRIVE,NW,Traffic signal,Yes,No,,51.125976180181624,-114.19637908197787,POINT (-114.196379081978 51.125976180182),1
1977/01/01,94 AVENUE,MACLEOD TRAIL,S,Traffic signal,Yes,Yes,,50.96863489278642,-114.07161369008008,POINT (-114.07161369008 50.968634892786),1
2002/11/12,OLD BANFF COACH ROAD,PATTERSON BV,SW,Traffic signal T intersection,Yes,No,,51.05996258422246,-114.1798142327867,POINT (-114.179814232787 51.059962584222),1
1973/01/01,64 AVENUE,CENTRE STREET,N,Traffic signal,Yes,No,,51.11060615784619,-114.0624503371316,POINT (-114.062450337132 51.110606157846),1
2017/09/13,BOWNESS ROAD,66 STREET,NW,Pedestrian RRFB,Yes,No,,51.088325043731516,-114.18590398758147,POINT (-114.185903987581 51.088325043732),1
2003/10/30,SUNRIDGE WAY,32 STREET,NE,Traffic signal,Yes,No,,51.069045149726826,-113.98928465918786,POINT (-113.989284659188 51.069045149727),1
2007/08/01,32 AVENUE,37 STREET,NW,Overhead Flasher,Yes,No,,51.0814785799087,-114.14133590938603,POINT (-114.141335909386 51.081478579909),1
2017/05/18,SCENIC ACRES BOULEVARD,SCURFIELD WAY,NW,Pedestrian RRFB,Yes,No,,51.1193397519583,-114.2146574179835,POINT (-114.214657417983 51.119339751958),1
2009/06/06,53 AVENUE,MACLEOD TRAIL,SW,Traffic signal,Yes,Yes,,51.00561322070877,-114.06980419625887,POINT (-114.069804196259 51.005613220709),1
2003/11/27,SUN VALLEY BOULEVARD,SUNMILLS DRIVE,SE,Traffic signal T intersection,Yes,No,,50.904250162726456,-114.03015296292075,POINT (-114.030152962921 50.904250162726),1
2008/08/15,NEW BRIGHTON DR/PRESTWICK GT,52 STREET,SE,Traffic signal,Yes,No,,50.9254544512806,-113.95814903132275,POINT (-113.958149031323 50.925454451281),1
1985/08/01,RICHMOND ROAD,40 STREET,SW,Overhead Flasher,Yes,No,,51.021122756502905,-114.14510624035132,POINT (-114.145106240351 51.021122756503),1
2000/08/08,CHINOOK CENTRE,5 STREET,SW,Traffic signal T intersection,Yes,Yes,,50.99773660270347,-114.07625989787672,POINT (-114.076259897877 50.997736602703),1
1982/01/01,33 AVENUE,CROWCHILD TRAIL SB RAMP,SW,Traffic signal,Yes,Yes,,51.023994498980805,-114.11848902607872,POINT (-114.118489026079 51.023994498981),1
1999/10/29,CROWFOOT CIRCLE,CROWFOOT WAY,NW,Traffic signal,Yes,No,,51.12433603398999,-114.20257032912271,POINT (-114.202570329123 51.12433603399),1
1996/07/18,17 AVENUE,12 STREET,SW,Traffic signal,No,Yes,,51.03782038457664,-114.09164380219951,POINT (-114.0916438022 51.037820384577),1
1990/06/20,BEDDINGTON BV/SANDSTONE DR,BERKSHIRE BOULEVARD,NW,Traffic signal,Yes,No,,51.13354418496177,-114.08907731439308,POINT (-114.089077314393 51.133544184962),1
1956/01/01,42 AVENUE,MACLEOD TRAIL,S,Traffic signal,Yes,No,,51.01595248068544,-114.06441812898595,POINT (-114.064418128986 51.015952480685),1
2020/06/15,MAHOGANY BOULEVARD,MAHOGANY VIEW,SE,Overhead Flasher,Yes,No,,50.9008618096161,-113.9366093248216,POINT (-113.936609324822 50.900861809616),1
1980/03/13,26 AVENUE,52 STREET,NE,Traffic signal,Yes,Yes,,51.076268610579596,-113.95840390926391,POINT (-113.958403909264 51.07626861058),1
1997/07/02,61 AVENUE,36 STREET,SE,Traffic signal,Yes,No,,50.9989959358907,-113.98080982606534,POINT (-113.980809826065 50.998995935891),1
2015/04/10,91 AVENUE,24 STREET,SE,Traffic signal T intersection,Yes,No,,50.971016885676256,-114.0016744463713,POINT (-114.001674446371 50.971016885676),1
2005/12/16,JAMES McKEVITT ROAD,MILLRISE HILL/SHAWNEE LINK,SW,Traffic signal,Yes,No,,50.92132784195917,-114.08916576624677,POINT (-114.089165766247 50.921327841959),1
2001/05/25,16 AVENUE,37 STREET,SW,Overhead Flasher,Yes,No,,51.03898870384122,-114.1411342626705,POINT (-114.14113426267 51.038988703841),1
2014/08/19,15 AVENUE,5 STREET,SW,Traffic signal,No,Yes,,51.038896562175054,-114.07435035038232,POINT (-114.074350350382 51.038896562175),1
1983/01/01,4 AVENUE,36 STREET,NE,Traffic signal,No,No,,51.05520905047903,-113.98169948736485,POINT (-113.981699487365 51.055209050479),1
1980/01/01,54 AVENUE,CENTRE STREET,N,Overhead Flasher,Yes,,,51.09978159629346,-114.06245779181343,POINT (-114.062457791813 51.099781596293),1
2017/11/05,SUNRIDGE BOULEVARD,27 STREET,NE,Pedestrian RRFB,Yes,No,,51.07689954587374,-113.99477294962293,POINT (-113.994772949623 51.076899545874),1
2012/08/23,SADDLETOWNE CIRCLE,60 STREET,NE,Traffic signal,Yes,Yes,,51.12650401320463,-113.94721525811613,POINT (-113.947215258116 51.126504013205),1
2016/12/12,EVERRIDGE DRIVE,24 STREET,SW,Pedestrian RRFB,Yes,No,,50.910846490672874,-114.11703500412428,POINT (-114.117035004124 50.910846490673),1
1998/08/27,16 AVENUE,2 STREET,NW,Traffic signal,Yes,Yes,,51.066928983154604,-114.067434784469,POINT (-114.067434784469 51.066928983155),1
1993/04/01,32 AVENUE,68 STREET,NE,Traffic signal,Yes,No,,51.081527878651805,-113.93512567056518,POINT (-113.935125670565 51.081527878652),1
2012/04/13,KENSINGTON ROAD,21 STREET,NW,Traffic signal,Yes,Yes,,51.05249447716055,-114.11045757118896,POINT (-114.110457571189 51.052494477161),1
2005/12/05,14 AVENUE,5 STREET,SW,Traffic signal,No,Yes,,51.039841414483746,-114.07427578872664,POINT (-114.074275788727 51.039841414484),1
2007/10/19,2929,SUNRIDGE WAY,NE,Traffic signal,Yes,No,,51.069210488128554,-113.99484635358435,POINT (-113.994846353584 51.069210488129),1
1990/11/05,HOSPITAL DRIVE,29 STREET,NW,Traffic signal T intersection,Yes,No,,51.06637053940127,-114.129278262595,POINT (-114.129278262595 51.066370539401),1
1997/04/16,13 AVENUE,UNIVERSITY DRIVE,NW,Traffic signal,Yes,No,,51.064535339345085,-114.11972625293059,POINT (-114.119726252931 51.064535339345),1
2018/09/12,DALHOUSIE DRIVE,54 STREET,NW,Pedestrian RRFB,Yes,,,51.108986887552426,-114.16452674644444,POINT (-114.164526746444 51.108986887552),1
1975/01/01,MEMORIAL DRIVE,DEERFOOT TRAIL SB RAMP,SE,Traffic signal,No,No,,51.047877810170704,-114.0182555761078,POINT (-114.018255576108 51.047877810171),1
1992/11/16,SUN VALLEY BOULEVARD,MIDPARK BLVD/SUNPARK DR,SE,Traffic signal,Yes,No,,50.90658650680069,-114.0552384042323,POINT (-114.055238404232 50.906586506801),1
1990/05/01,3719,49 STREET,NW,Overhead Flasher,Yes,No,,51.086359617520095,-114.15893460908293,POINT (-114.158934609083 51.08635961752),1
1987/01/01,24 AVENUE,14 STREET,NW,Traffic signal T intersection,Yes,No,,51.07426620136949,-114.09476510300195,POINT (-114.094765103002 51.074266201369),1
1956/01/01,5 AVENUE,2 STREET,SW,Traffic signal,No,Yes,,51.048529450956394,-114.06777204298587,POINT (-114.067772042986 51.048529450956),1
2014/08/01,114 AVENUE,42 STREET,SE,Traffic signal,Yes,No,,50.95047861575019,-113.97505341769475,POINT (-113.975053417695 50.95047861575),1
2019/03/27,CRANSTON GATE,CRANSTON ROUNDABOUT,SE,Pedestrian RRFB,Yes,No,,50.86813717772191,-113.96919392428119,POINT (-113.969193924281 50.868137177722),1
2017/10/18,26 AVENUE,51 STREET,SW,Pedestrian RRFB,Yes,No,,51.030509535491845,-114.16094888173129,POINT (-114.160948881731 51.030509535492),1
2000/11/15,CROWCHILD TRAIL,SHAGANAPPI TRAIL,NW,Traffic signal,Yes,No,,51.098744827819864,-114.14939203837021,POINT (-114.14939203837 51.09874482782),1
1982/01/01,SOUTHLAND DRIVE,HORTON ROAD/SOUTHPORT RD,SW,Traffic signal,Yes,No,,50.965064052723314,-114.0745978070144,POINT (-114.074597807014 50.965064052723),1
2014/04/14,8 AVENUE,85 STREET,SW,Traffic signal,Yes,No,,51.06326681327862,-114.21098277218317,POINT (-114.210982772183 51.063266813279),1
2007/01/18,ERIN WOODS DRIVE,52 STREET,SE,Traffic signal T intersection,Yes,No,,51.01905852382586,-113.9583970429639,POINT (-113.958397042964 51.019058523826),1
2005/05/30,FALCONRIDGE DRIVE,FALSBRIDGE GATE,NE,Traffic signal T intersection,Yes,No,,51.09969779135917,-113.95652716410082,POINT (-113.956527164101 51.099697791359),1
1981/01/01,64 AVENUE,14 STREET,NW,Traffic signal,Yes,No,,51.109179641706106,-114.0834661774753,POINT (-114.083466177475 51.109179641706),1
2017/04/13,8220,CENTRE STREET,N,Pedestrian RRFB,Yes,No,,51.126889562781685,-114.07144018821378,POINT (-114.071440188214 51.126889562782),1
