secname,the_geom,year_vol,shape_leng,volume
85STSW1,"MULTILINESTRING ((-114.210868 51.052439, -114.210867 51.052568, -114.210867 51.052678, -114.210867 51.052741, -114.210863 51.052955, -114.210862 51.053147, -114.210862 51.053374, -114.210861 51.053609, -114.21086 51.053719, -114.210861 51.053886, -114.21086 51.053982, -114.21086 51.054279, -114.210859 51.054667, -114.210865 51.054976, -114.210867 51.05533, -114.210868 51.055545, -114.210869 51.055864, -114.210865 51.056088, -114.210869 51.056366, -114.210868 51.056594, -114.210868 51.056674, -114.210867 51.056806, -114.210868 51.056871, -114.210867 51.056901))",2016,496.339351716,24000
KENS2,"MULTILINESTRING ((-114.085907 51.052503, -114.087309 51.052501, -114.088654 51.052501, -114.088751 51.052502, -114.089743 51.0525, -114.090199 51.0525))",2016,300.957585744,7000
CNTRYVILLAGERD1,"MULTILINESTRING ((-114.070555 51.160128, -114.070228 51.160161, -114.070168 51.160167, -114.070117 51.160172, -114.070051 51.160179, -114.069972 51.160187, -114.069862 51.160197, -114.069794 51.160204, -114.069714 51.160212, -114.069637 51.16022, -114.069547 51.160229, -114.069469 51.160237, -114.069373 51.160246, -114.069303 51.160253, -114.069224 51.160261, -114.069147 51.160269, -114.069051 51.160278, -114.068987 51.160284, -114.068903 51.160293, -114.068838 51.160299, -114.06877 51.160306, -114.068691 51.160314, -114.068628 51.16032, -114.068564 51.160327, -114.068496 51.160333, -114.068438 51.160337, -114.068384 51.160341, -114.06832 51.160345, -114.068264 51.160348, -114.068235 51.16035, -114.068208 51.160351, -114.068185 51.160352, -114.068143 51.160353, -114.068101 51.160355, -114.068058 51.160356, -114.067999 51.160357, -114.067946 51.160357, -114.067889 51.160358, -114.067825 51.160357, -114.067789 51.160357, -114.067746 51.160358, -114.067695 51.160357, -114.067637 51.160357, -114.067567 51.160358, -114.067493 51.160358, -114.067446 51.160358, -114.067412 51.160358, -114.067317 51.160358, -114.067242 51.160358, -114.067155 51.160359, -114.06705 51.160358, -114.066936 51.160358, -114.066774 51.160359, -114.066659 51.16036, -114.066553 51.160362, -114.066478 51.160363, -114.066381 51.160366, -114.066266 51.160369, -114.066195 51.160371, -114.066095 51.160374, -114.065952 51.16038, -114.065873 51.160383, -114.065742 51.16039, -114.065617 51.160397, -114.06555 51.160401, -114.06542 51.160409, -114.065356 51.160414, -114.065276 51.160419, -114.065168 51.160427, -114.065073 51.160436, -114.064997 51.160442, -114.064941 51.160447, -114.064905 51.16045, -114.064846 51.160455, -114.064738 51.160466, -114.064676 51.160472, -114.064627 51.160477, -114.064581 51.160482, -114.064525 51.160488, -114.064491 51.160491, -114.064457 51.160495, -114.064384 51.160503, -114.064309 51.160512, -114.064225 51.160522, -114.064122 51.160535, -114.064023 51.160548, -114.063931 51.160559, -114.063839 51.160572, -114.06375 51.160585, -114.063661 51.160597, -114.063519 51.160619, -114.063415 51.160635, -114.063319 51.160651, -114.063223 51.160666, -114.063104 51.160687, -114.063027 51.1607, -114.062924 51.160719, -114.062846 51.160733, -114.062722 51.160757, -114.062627 51.160776, -114.062512 51.160799, -114.062421 51.160817, -114.062337 51.160835, -114.062264 51.16085, -114.06218 51.160868, -114.062109 51.160884, -114.062013 51.160907, -114.061931 51.160925, -114.061833 51.160948, -114.061753 51.160967, -114.061648 51.160993, -114.061562 51.161015, -114.061442 51.161045, -114.061344 51.161072, -114.061245 51.161098, -114.06109 51.16114, -114.061 51.161166, -114.060863 51.161205, -114.060766 51.161234, -114.060592 51.161287, -114.060492 51.161318, -114.060414 51.161343, -114.060276 51.161388, -114.060235 51.161401, -114.060197 51.161414, -114.06013 51.161436, -114.060071 51.161457, -114.060008 51.161478, -114.059962 51.161494, -114.059926 51.161507, -114.059884 51.161521, -114.05983 51.161541, -114.059789 51.161555, -114.059734 51.161575, -114.059678 51.161596, -114.059607 51.161622, -114.059548 51.161644, -114.059507 51.16166, -114.059428 51.16169, -114.059377 51.16171, -114.059337 51.161725, -114.059263 51.161754, -114.059217 51.161772, -114.059152 51.161799, -114.059113 51.161814, -114.059035 51.161847, -114.058951 51.161881, -114.058884 51.16191, -114.058781 51.161954, -114.058707 51.161986, -114.058642 51.162015, -114.058576 51.162044, -114.058505 51.162076, -114.058429 51.162111, -114.058333 51.162156, -114.058269 51.162186, -114.058201 51.162218, -114.05814 51.162247, -114.058068 51.162282, -114.057983 51.162322, -114.057936 51.162345, -114.057837 51.162392, -114.057709 51.162453, -114.057618 51.162496, -114.057565 51.162521, -114.057469 51.162567, -114.057383 51.162608, -114.057303 51.162646, -114.057194 51.162698, -114.057113 51.162736, -114.056989 51.162795, -114.05685 51.162861, -114.056809 51.162881, -114.056712 51.162926, -114.056636 51.162962, -114.05658 51.162988, -114.056504 51.163024, -114.056459 51.163046, -114.056424 51.163062, -114.056387 51.16308, -114.056343 51.1631, -114.056306 51.163118, -114.056271 51.163135))",2016,1080.79011485,14000
17AVSE5B,"MULTILINESTRING ((-113.970013 51.037831, -113.968594 51.03783, -113.967881 51.03783, -113.967313 51.037824, -113.965756 51.037829, -113.964351 51.037829))",2016,397.134195023,29000
BLACKF3,"MULTILINESTRING ((-114.048534 51.01116, -114.048537 51.011209, -114.048535 51.011253, -114.048534 51.01127, -114.048532 51.011404, -114.048534 51.011512, -114.048532 51.0116, -114.048526 51.01169, -114.04852 51.011782, -114.048522 51.011854, -114.048521 51.011933, -114.04852 51.01218, -114.048512 51.012369, -114.048515 51.012568, -114.048512 51.012709, -114.048515 51.012869, -114.048513 51.013056, -114.04851 51.013216, -114.048502 51.013425, -114.04851 51.013535, -114.048512 51.013593, -114.048527 51.013729, -114.048532 51.013867, -114.048527 51.013941, -114.048524 51.014013, -114.048522 51.014094, -114.048521 51.014158, -114.048511 51.014262, -114.048506 51.014319, -114.048503 51.014358, -114.048499 51.01443, -114.048497 51.014517, -114.048497 51.014638, -114.048497 51.014759, -114.048493 51.014861, -114.04849 51.01493, -114.04848 51.015019, -114.048474 51.015084, -114.048466 51.015127, -114.048457 51.015209, -114.048439 51.015312, -114.048423 51.015424, -114.048417 51.015482, -114.048415 51.015498, -114.048406 51.015587, -114.048403 51.015677, -114.0484 51.015758, -114.048397 51.015823, -114.048392 51.015872, -114.04839 51.015899))",2016,527.579979047,36000
COUNTYHILLSRD1,"MULTILINESTRING ((-114.069319 51.14249, -114.069352 51.142506, -114.069383 51.142521, -114.069418 51.142537, -114.06946 51.142556, -114.069524 51.142585, -114.069557 51.1426, -114.069588 51.142614, -114.069614 51.142626, -114.070525 51.143048, -114.071047 51.143262, -114.071642 51.143546, -114.071966 51.143714, -114.072036 51.143747, -114.072063 51.14376, -114.072087 51.14377, -114.072178 51.143819, -114.072244 51.14386, -114.072321 51.143913, -114.072391 51.143968, -114.072446 51.144018, -114.072494 51.144068, -114.07253 51.144108, -114.072569 51.144159, -114.072603 51.144212, -114.072635 51.144268, -114.072659 51.144316, -114.072683 51.14438, -114.07284 51.14534, -114.072894 51.145439, -114.072947 51.145518))",2016,450.259827802,12000
22X5,"MULTILINESTRING ((-113.991907 50.897017, -113.99172 50.897048, -113.991353 50.897111, -113.990997 50.897174, -113.990685 50.897226, -113.990413 50.897273, -113.99021 50.897307, -113.990037 50.897335, -113.988231 50.897651, -113.986679 50.897926, -113.985285 50.89818, -113.983805 50.898435, -113.982834 50.898602, -113.981816 50.898779, -113.981071 50.898907, -113.980657 50.898984, -113.976731 50.899665, -113.976298 50.899735, -113.975844 50.899813, -113.975412 50.899887))",2016,1203.41347672,48000
210AVSE1,"MULTILINESTRING ((-114.070895 50.863099, -114.070257 50.863096, -114.06962 50.863094, -114.069019 50.863096, -114.068418 50.863098, -114.067967 50.863098, -114.067516 50.863097, -114.067065 50.863097, -114.066614 50.863096, -114.06625 50.863093, -114.065886 50.863091, -114.065522 50.863088, -114.065158 50.863085, -114.064789 50.863085, -114.064421 50.863085, -114.064052 50.863085, -114.063684 50.863084, -114.063315 50.863084, -114.062947 50.863084, -114.062578 50.863084, -114.06221 50.863084, -114.061594 50.863084, -114.060978 50.863083, -114.060362 50.863083, -114.059746 50.863083, -114.059355 50.863083, -114.058964 50.863082, -114.058573 50.863082, -114.058182 50.863081, -114.057791 50.863081, -114.0574 50.863081, -114.057009 50.86308, -114.056617 50.86308, -114.056164 50.863082, -114.05571 50.863083, -114.055353 50.863086, -114.054997 50.863088, -114.054305 50.863089, -114.053614 50.863091, -114.053039 50.863091, -114.052465 50.863091, -114.051953 50.863299, -114.051441 50.863507, -114.050929 50.863715, -114.050418 50.863923, -114.049925 50.86399, -114.049432 50.864057, -114.048926 50.863932, -114.048634 50.863796, -114.048342 50.86366, -114.04805 50.863523, -114.047758 50.863387, -114.04776 50.863246, -114.047759 50.863088, -114.04719 50.863088, -114.047132 50.863087, -114.046621 50.863087, -114.046052 50.863087, -114.045483 50.863086, -114.045108 50.863086, -114.044733 50.863086, -114.044358 50.863086, -114.043983 50.863085, -114.043784 50.863289, -114.043586 50.863493, -114.043387 50.863697, -114.043189 50.863901, -114.042864 50.864134, -114.042539 50.864366, -114.042215 50.864599, -114.04189 50.864831, -114.041321 50.864945, -114.040752 50.865059, -114.040183 50.865173, -114.039614 50.865287, -114.039071 50.865395, -114.038528 50.865504, -114.03834 50.865596))",2016,2488.77505121,300
SHGNPPI103,"MULTILINESTRING ((-114.151655 51.167989, -114.151722 51.168144, -114.152092 51.169047, -114.152294 51.169537, -114.152672 51.170381, -114.152734 51.17052, -114.152902 51.170886, -114.153296 51.171504, -114.153669 51.171954, -114.154051 51.172365, -114.154518 51.17282, -114.154616 51.172924, -114.155417 51.173791, -114.15596 51.174441, -114.156527 51.175207, -114.156589 51.175297, -114.157257 51.176306, -114.157831 51.177102, -114.158344 51.177716, -114.158803 51.178282, -114.159233 51.178928, -114.159606 51.179598, -114.159871 51.180021, -114.159952 51.180167, -114.16032 51.180749, -114.160615 51.181261, -114.160747 51.181553, -114.160892 51.182136, -114.160909 51.182355, -114.160917 51.182564, -114.160932 51.18292, -114.160988 51.183216))",2016,1830.37730585,13000
CRWCHLD11,"MULTILINESTRING ((-114.125631 51.082791, -114.1256 51.082768, -114.125481 51.082659, -114.125357 51.08254, -114.125249 51.082435, -114.125202 51.082387, -114.12513 51.082315, -114.124992 51.082178, -114.124886 51.082066, -114.124792 51.081967, -114.124681 51.081849, -114.124602 51.081759, -114.124503 51.08165, -114.124395 51.081528, -114.124278 51.081391, -114.124209 51.08131, -114.124141 51.081231, -114.124062 51.081133, -114.123977 51.081026, -114.12388 51.080904, -114.123785 51.080779, -114.123697 51.08066, -114.123611 51.080534, -114.123547 51.080442, -114.123503 51.080388, -114.123414 51.08029, -114.123296 51.080143, -114.123186 51.080012, -114.123046 51.079838, -114.122898 51.079647, -114.12282 51.079553, -114.122688 51.079384, -114.12254 51.079194, -114.12236 51.078973, -114.122182 51.078756, -114.122168 51.078733, -114.122031 51.078579, -114.121898 51.078411, -114.121825 51.078323, -114.121675 51.078125, -114.121556 51.07797, -114.121389 51.077764, -114.121265 51.077605, -114.121134 51.077432, -114.121016 51.077283, -114.120911 51.077146, -114.120773 51.076981, -114.12066 51.076842, -114.120534 51.076714, -114.120421 51.076602, -114.120308 51.076496, -114.120195 51.076389, -114.120066 51.076259, -114.119943 51.076145, -114.119806 51.076017, -114.119615 51.075833, -114.119459 51.075679, -114.119306 51.075524, -114.119141 51.075324, -114.118991 51.075123, -114.118886 51.074957, -114.118856 51.07491, -114.118814 51.074852, -114.118752 51.074755, -114.118694 51.074664, -114.118635 51.074571, -114.118586 51.074489, -114.118547 51.074408, -114.118514 51.074333, -114.118502 51.074305, -114.118487 51.07426, -114.11848 51.074232, -114.118461 51.074183, -114.118445 51.074143, -114.118425 51.074071, -114.11839 51.073984, -114.118365 51.073901, -114.118341 51.073813))",2016,1126.18363317,79000
37STSW1,"MULTILINESTRING ((-114.141123 51.037804, -114.141123 51.038986, -114.141123 51.039685, -114.141106 51.040121, -114.141123 51.04151, -114.141124 51.043257, -114.141118 51.044613, -114.14112 51.044791, -114.141121 51.045043, -114.141131 51.045172))",2016,819.644864258,11000
19STNE12,"MULTILINESTRING ((-114.011712 51.081535, -114.011707 51.081822, -114.011712 51.081863, -114.011699 51.082161, -114.011692 51.082322, -114.011683 51.082388, -114.01167 51.082441, -114.011649 51.082499, -114.011629 51.082543, -114.011629 51.082699, -114.011629 51.083921))",2016,265.943868955,11000
38AVSW1,"MULTILINESTRING ((-114.094686 51.02014, -114.094747 51.02014, -114.094872 51.020143, -114.09501 51.020145, -114.095163 51.020147, -114.095288 51.020149, -114.095417 51.020151, -114.095599 51.020151, -114.095781 51.020151, -114.095963 51.020151, -114.096145 51.02015, -114.096328 51.02015, -114.09651 51.02015, -114.096693 51.02015, -114.096875 51.02015, -114.097057 51.02015, -114.097238 51.020149, -114.09742 51.020149, -114.097601 51.020149))",2016,204.591837541,11000
SHAWIN2,"MULTILINESTRING ((-114.076266 50.902696, -114.076269 50.902767, -114.076272 50.902839, -114.07628 50.902925, -114.076286 50.902999, -114.076292 50.903074, -114.076295 50.903132, -114.076304 50.903212, -114.076318 50.903381, -114.076329 50.903507, -114.076338 50.90363, -114.076343 50.903719, -114.076354 50.903834, -114.076364 50.90392, -114.076373 50.903979, -114.076393 50.904053, -114.076417 50.904121, -114.076454 50.904206, -114.076496 50.904287, -114.076539 50.904353, -114.076599 50.904431, -114.076662 50.9045, -114.076724 50.904569, -114.076798 50.904637, -114.076876 50.904698, -114.076911 50.904725, -114.076936 50.904743))",2016,238.101787453,6000
68STNE10,"MULTILINESTRING ((-113.935042 51.037866, -113.935041 51.038972, -113.93504 51.039602, -113.93504 51.039753, -113.935039 51.03995, -113.93504 51.04, -113.935051 51.04024, -113.935044 51.040337, -113.93504 51.040426, -113.935038 51.040499, -113.935041 51.042046, -113.935039 51.042616, -113.935039 51.042713, -113.93504 51.044869, -113.935039 51.045526, -113.93504 51.045628))",2016,863.404772186,19000
44STE4,"MULTILINESTRING ((-113.970011 51.040978, -113.970026 51.043247, -113.970027 51.044226, -113.970027 51.044517, -113.970025 51.045187))",2016,468.192852962,9000
128AVENW1,"MULTILINESTRING ((-114.121466 51.16802, -114.12158 51.16802, -114.1217 51.168021, -114.121845 51.16802, -114.121974 51.168019, -114.122356 51.168018, -114.122738 51.168018, -114.123119 51.168017, -114.123501 51.168016, -114.123883 51.168016, -114.124265 51.168015, -114.124647 51.168014, -114.125029 51.168014, -114.125411 51.168013, -114.125793 51.168012, -114.126175 51.168012, -114.126557 51.168011, -114.126938 51.16801, -114.12732 51.168009, -114.127702 51.168009, -114.128084 51.168008, -114.128372 51.168004, -114.128802 51.167984, -114.129232 51.167964, -114.129668 51.167952, -114.130379 51.167953, -114.131089 51.167954, -114.131286 51.167967, -114.131554 51.16796, -114.131771 51.167929, -114.132019 51.167849, -114.13214 51.16781, -114.132367 51.167811))",2016,766.262421425,25000
52STNE5,"MULTILINESTRING ((-113.958312 51.062162, -113.958312 51.062237, -113.958297 51.06282, -113.958304 51.063473, -113.958293 51.064394, -113.958299 51.065252, -113.958307 51.065602, -113.958301 51.066239, -113.95831 51.06631, -113.958312 51.066468))",2016,479.039980359,33000
JLBVA2,"MULTILINESTRING ((-114.204318 51.133079, -114.204055 51.132848, -114.203899 51.132708, -114.203795 51.132615, -114.203662 51.132495, -114.203525 51.132371, -114.20339 51.13225, -114.20329 51.132161, -114.203155 51.132041, -114.203071 51.131963, -114.202952 51.131859, -114.202839 51.131757, -114.202699 51.131636, -114.202593 51.131547, -114.202489 51.131459, -114.202361 51.131358, -114.202269 51.131286, -114.202126 51.131184, -114.201995 51.13109, -114.201866 51.130999, -114.201743 51.130918, -114.201627 51.130842, -114.201481 51.130752, -114.201307 51.130645, -114.201137 51.130549, -114.200976 51.13046, -114.200808 51.130369, -114.20065 51.130286, -114.200499 51.13021, -114.200368 51.130147, -114.200277 51.130104, -114.200131 51.130038, -114.19999 51.129974, -114.1999 51.129934, -114.199841 51.129906, -114.199804 51.129889, -114.199757 51.129866, -114.199719 51.129848, -114.199685 51.129832))",2016,489.111358878,9000
5AVS5,"MULTILINESTRING ((-114.076108 51.048763, -114.073678 51.048696))",2016,170.493461495,18000
16AV/TCH10B,"MULTILINESTRING ((-114.067451 51.066977, -114.066573 51.066973, -114.064994 51.066979, -114.064202 51.066978, -114.062509 51.066977))",2016,346.381824493,52000
17AVSW14,"MULTILINESTRING ((-114.074189 51.03783, -114.071482 51.037831))",2016,189.874947848,14000
72AVSE2,"MULTILINESTRING ((-113.957946 50.989457, -113.957891 50.989457, -113.957839 50.989457, -113.957799 50.989458, -113.95776 50.989461, -113.957719 50.989465, -113.95767 50.989474, -113.957612 50.989486, -113.957561 50.989498, -113.957522 50.989508, -113.957362 50.989507, -113.957252 50.989508, -113.957113 50.989508, -113.956908 50.989507, -113.956719 50.989507, -113.956538 50.989507, -113.956311 50.989507, -113.956055 50.989507, -113.955853 50.989506, -113.955675 50.989506, -113.955409 50.989506, -113.955227 50.989507, -113.95503 50.989506, -113.954834 50.989506, -113.954578 50.989506, -113.954356 50.989506, -113.954041 50.989505, -113.953895 50.989506, -113.953675 50.989506, -113.953467 50.989506, -113.95313 50.989506, -113.952919 50.989506, -113.952674 50.989507, -113.952423 50.989506, -113.952117 50.989506, -113.951763 50.989507, -113.951487 50.989505, -113.951148 50.989505, -113.950809 50.989505, -113.950418 50.989505, -113.950051 50.989504, -113.949851 50.989504, -113.94958 50.989505, -113.94937 50.989504, -113.949106 50.989504, -113.948793 50.989503, -113.948395 50.989503, -113.948106 50.989503, -113.947658 50.989503, -113.947235 50.989503, -113.946986 50.989503, -113.946862 50.989502), (-113.946785 50.989502, -113.946274 50.989503, -113.945806 50.989502, -113.945361 50.989501, -113.944917 50.9895, -113.944386 50.9895, -113.943856 50.989499, -113.943229 50.989498, -113.942602 50.989496, -113.941973 50.989496, -113.941344 50.989497, -113.940945 50.989494, -113.940547 50.989492, -113.94015 50.989492, -113.939972 50.98949, -113.939834 50.98949, -113.939587 50.98949, -113.93934 50.98949, -113.939135 50.98949, -113.938959 50.98949, -113.938776 50.98949, -113.938629 50.98949, -113.938426 50.98949, -113.938245 50.989489, -113.938064 50.989489, -113.937802 50.989489, -113.937613 50.989489, -113.937397 50.989489, -113.93715 50.989489, -113.936869 50.989489, -113.936651 50.989489, -113.936475 50.989488, -113.936034 50.989488, -113.935723 50.989488, -113.935395 50.989488, -113.935188 50.989487))",2016,1593.21267736,9000
WSTWNDS1,"MULTILINESTRING ((-113.966473 51.108406, -113.966506 51.10843, -113.966541 51.108454, -113.966602 51.108498, -113.966636 51.108523, -113.966657 51.108538, -113.966686 51.108558, -113.966714 51.108576, -113.966749 51.108598, -113.96678 51.108618, -113.966809 51.108634, -113.966837 51.108651, -113.966868 51.108667, -113.966892 51.10868, -113.966926 51.108698, -113.96696 51.108714, -113.966998 51.108731, -113.967021 51.108742, -113.967058 51.108757, -113.967099 51.108773, -113.967134 51.108785, -113.967171 51.108797, -113.967213 51.10881, -113.967251 51.10882, -113.967297 51.108832, -113.967352 51.108844, -113.967405 51.108854, -113.967454 51.108863, -113.967498 51.108868, -113.967542 51.108874, -113.967595 51.108879, -113.967641 51.108882, -113.967704 51.108885, -113.96776 51.108888, -113.967826 51.108891, -113.967918 51.108895, -113.968002 51.108899, -113.968083 51.108902, -113.968128 51.108904, -113.968164 51.108906, -113.968196 51.108907, -113.968225 51.108907, -113.968251 51.108906, -113.968276 51.108905, -113.9683 51.108903, -113.968322 51.108901, -113.968351 51.108897, -113.968401 51.108889, -113.968434 51.108884, -113.968469 51.108878, -113.968495 51.108873))",2016,160.725090195,16000
80AVNE4,"MULTILINESTRING ((-113.943861 51.125142, -113.943718 51.125141, -113.943611 51.125141, -113.943472 51.125142, -113.943357 51.125141, -113.943177 51.125142, -113.943062 51.125143, -113.942846 51.125143, -113.942669 51.125143, -113.942522 51.125143, -113.942399 51.125143, -113.942248 51.125143, -113.942116 51.125144, -113.941916 51.125144, -113.94176 51.125144, -113.941621 51.125144, -113.941438 51.125145, -113.941301 51.125145, -113.941107 51.125144, -113.941004 51.125144, -113.940917 51.125145, -113.940606 51.125146, -113.940335 51.125146, -113.93991 51.125146, -113.939637 51.125146, -113.939423 51.125147, -113.939119 51.125148, -113.938859 51.125147, -113.938513 51.125148, -113.938076 51.125149, -113.937812 51.125149, -113.937636 51.12515, -113.937422 51.125149, -113.937237 51.12515, -113.937115 51.125149, -113.937046 51.12515, -113.936907 51.12515, -113.936757 51.125149, -113.936488 51.125149, -113.936253 51.12515, -113.935942 51.12515, -113.935789 51.12515, -113.935617 51.12515, -113.935483 51.125151, -113.935421 51.125151, -113.93538 51.125152, -113.93534 51.125155, -113.935306 51.12516, -113.93525 51.125169, -113.935204 51.125179, -113.935152 51.125191, -113.935129 51.125196, -113.935107 51.125201, -113.934609 51.1252, -113.93408 51.1252, -113.933657 51.1252, -113.933162 51.1252, -113.93282 51.125199, -113.93214 51.1252, -113.931127 51.125204, -113.930366 51.125204, -113.929878 51.125206))",2016,979.67066455,10000
CAMPUSDR1,"MULTILINESTRING ((-114.130584 51.080812, -114.130594 51.081181, -114.13059 51.081273, -114.130578 51.081338, -114.130578 51.081362, -114.13058 51.081385, -114.130588 51.081433))",2016,69.1460434213,7000
MCKNIGHT9,"MULTILINESTRING ((-113.981918 51.095949, -113.980343 51.095949, -113.979262 51.09595, -113.977562 51.09596, -113.975265 51.095963, -113.973588 51.095962, -113.971557 51.095963, -113.969326 51.095965, -113.968368 51.095965, -113.966013 51.095968, -113.965827 51.095968))",2016,1127.08062739,40000
4AVS15(E),"MULTILINESTRING ((-114.04583 51.049276, -114.046705 51.049581, -114.047392 51.049866, -114.047829 51.050098, -114.048012 51.050181, -114.048091 51.050218, -114.048185 51.050267, -114.048382 51.050369, -114.048592 51.050479, -114.048846 51.050612, -114.049094 51.050743, -114.049256 51.050827, -114.049441 51.050916, -114.049557 51.050969, -114.049653 51.051004, -114.049798 51.051051, -114.049939 51.051087, -114.050128 51.051123, -114.050284 51.051143, -114.050413 51.051152, -114.050524 51.051157, -114.05065 51.051155, -114.05076 51.051149, -114.050892 51.05114, -114.05104 51.051124, -114.051207 51.051093, -114.05136 51.051058, -114.05148 51.05102, -114.051594 51.050977, -114.051726 51.05092, -114.05184 51.050861, -114.051969 51.050785, -114.052071 51.05071, -114.052195 51.050606, -114.05231 51.050504, -114.052439 51.050368, -114.05267 51.050139, -114.052806 51.050002, -114.052938 51.049876, -114.053026 51.049793, -114.053104 51.049731, -114.053195 51.049669, -114.053363 51.049558, -114.053382 51.049549, -114.053503 51.049486, -114.05366 51.049408, -114.053797 51.04935, -114.053906 51.049311, -114.054056 51.049265, -114.05422 51.049226, -114.054409 51.049192, -114.054554 51.049178, -114.05471 51.049168, -114.054735 51.049167, -114.055004 51.049166, -114.055372 51.049166))",2016,828.297110482,28000
162AVSW4,"MULTILINESTRING ((-114.105593 50.906843, -114.105664 50.906848, -114.105733 50.906853, -114.105821 50.90686, -114.105905 50.906862, -114.105989 50.906866, -114.10607 50.906867, -114.106194 50.906871, -114.106312 50.906874, -114.106452 50.906875, -114.106603 50.906876, -114.106756 50.906876, -114.106999 50.906877, -114.107419 50.906875, -114.107619 50.906875, -114.107893 50.906875, -114.108135 50.906873, -114.108626 50.906872, -114.108918 50.906872, -114.109083 50.906872, -114.109183 50.906875, -114.109292 50.906876, -114.109445 50.906879, -114.109545 50.90688, -114.109664 50.906882, -114.109777 50.906884, -114.109885 50.906886, -114.109946 50.906887, -114.110031 50.906888, -114.110135 50.90689, -114.110237 50.906892, -114.110317 50.906893, -114.110371 50.906894))",2016,336.210510758,12000
GLENMORE0,"MULTILINESTRING ((-114.233869 51.019954, -114.23366 51.02005, -114.23346 51.020145, -114.233271 51.02024, -114.233086 51.020327, -114.232863 51.02043, -114.232649 51.020535, -114.232487 51.020615, -114.232309 51.020704, -114.232111 51.020796, -114.23193 51.020879, -114.23171 51.020976, -114.231558 51.02104, -114.231373 51.021115, -114.231139 51.021206, -114.230979 51.021267, -114.230818 51.021324, -114.230664 51.021378, -114.230475 51.021442, -114.230259 51.021512, -114.230014 51.021586, -114.229729 51.021671, -114.229488 51.021732, -114.229311 51.021776, -114.22916 51.021815, -114.228952 51.021863, -114.228772 51.021902, -114.228562 51.021945, -114.228319 51.021995, -114.228114 51.022033, -114.227835 51.022082, -114.227594 51.022119, -114.227311 51.02216, -114.227083 51.022191, -114.226878 51.022214, -114.226628 51.02224, -114.226289 51.022271, -114.225919 51.0223, -114.225533 51.022317, -114.225193 51.022329, -114.22487 51.022335, -114.22458 51.022336, -114.224354 51.022334, -114.224046 51.022328, -114.223771 51.022319, -114.223454 51.022301, -114.223135 51.022279, -114.222876 51.022254, -114.222534 51.022221, -114.222258 51.022188, -114.221976 51.02215, -114.221722 51.022111, -114.221188 51.022028, -114.220647 51.021941, -114.220024 51.021844, -114.219517 51.021763, -114.219059 51.021688, -114.218154 51.021545, -114.217886 51.0215, -114.217656 51.021465, -114.215432 51.0211, -114.214928 51.021004, -114.214356 51.020875, -114.213809 51.020732, -114.213527 51.020649, -114.213288 51.020576, -114.212768 51.020404, -114.212464 51.020296, -114.210853 51.019735, -114.208013 51.018745, -114.205881 51.01799, -114.203715 51.017247, -114.199683 51.01582, -114.199603 51.01576, -114.199547 51.015719, -114.199506 51.015694, -114.199488 51.015682, -114.199446 51.015661, -114.199398 51.015641, -114.199311 51.015609, -114.1967 51.014688, -114.195529 51.014278))",2016,2970.31462442,23000
AVIAT2,"MULTILINESTRING ((-114.033229 51.097418, -114.033316 51.097261, -114.033378 51.097109, -114.033417 51.096985, -114.033444 51.096833, -114.03346 51.096677, -114.033479 51.096448, -114.033479 51.096383, -114.033483 51.096037))",2016,155.701529433,22000
11STW3,"MULTILINESTRING ((-114.088783 51.044045, -114.088753 51.044348, -114.088733 51.044551, -114.088724 51.044688, -114.088705 51.044991, -114.088702 51.045152, -114.088718 51.045336))",2016,143.75360778,9000
17AVSW_1B,"MULTILINESTRING ((-114.210952 51.037841, -114.212406 51.037848, -114.213879 51.037849, -114.215352 51.03785, -114.216842 51.037846, -114.218241 51.037851, -114.219657 51.037852, -114.221074 51.037853, -114.222491 51.037854, -114.222807 51.037853, -114.223558 51.037851, -114.224287 51.03785, -114.225154 51.037848, -114.225924 51.037848, -114.226514 51.03785, -114.226762 51.037851, -114.227643 51.037852, -114.227861 51.037852, -114.228349 51.037851, -114.228705 51.037851, -114.229958 51.037852, -114.231023 51.037849, -114.232088 51.037845, -114.233069 51.037843, -114.23343 51.037842, -114.233764 51.037841, -114.234005 51.037844, -114.234182 51.037848))",2016,1629.22131971,12000
