year,segment_name,the_geom,length_m,volume
2017,MACLEOD5,"MULTILINESTRING ((-114.0583382114 51.0422512752, -114.058298547 51.0427052362, -114.0582703002 51.0431856115))",104.046950975,21000
2017,4STNE1,"MULTILINESTRING ((-114.0568149498 51.1105338342, -114.0568155212 51.1106539139, -114.0568191034 51.1110608143, -114.0568184622 51.1112460073, -114.0568130347 51.1113537786, -114.056813041 51.1114719059, -114.0568092887 51.1116251405, -114.0568067357 51.1117256719, -114.0568011304 51.111860866, -114.0567972488 51.1119110004, -114.0567837261 51.1120219525, -114.0567707107 51.1120888902, -114.0567511443 51.1121603843, -114.0567170254 51.1122940092, -114.0566901017 51.1123882138, -114.0566599251 51.1124712495, -114.0566124061 51.1125960917, -114.056555553 51.1127155303, -114.0565078184 51.1128103669, -114.0564571624 51.1129035626, -114.0564121826 51.1129752137, -114.0563389239 51.1130706371, -114.0562620863 51.1131768775, -114.0561783555 51.1132898581, -114.0559943537 51.11352354, -114.0558750669 51.1136588586, -114.0557104267 51.1138163104, -114.0555170372 51.1139784108, -114.0553493059 51.1141027341, -114.0552503568 51.1141595846, -114.0551447446 51.1142282271, -114.05503948 51.11429995, -114.0548876938 51.1143930595, -114.0546061394 51.1145608299, -114.0543151295 51.1147371261, -114.0539892446 51.1149392227, -114.0537154857 51.115119037, -114.0534397057 51.1153340144, -114.0532686089 51.1154830704, -114.0531225735 51.1156244465, -114.0529747334 51.115789537, -114.0528285995 51.1159688993, -114.052795299 51.1160196123, -114.0527401251 51.1160995495, -114.0527188031 51.1161339166, -114.0526047066 51.1163275936, -114.0525165969 51.1165064863, -114.052446373 51.1166830219, -114.0523858745 51.1168653145, -114.0523568517 51.1170421857, -114.0523211805 51.11731684, -114.0523137652 51.1174828852, -114.0523106029 51.1178560054, -114.0523221665 51.1180520171, -114.0523277045 51.1181522345, -114.0523318734 51.1181873344))",947.931116317,8000
2017,22X1A,"MULTILINESTRING ((-114.1865142872 50.8928889219, -114.1859614988 50.8928864199, -114.1850228523 50.8928863183, -114.1845019913 50.8928846919, -114.1831780467 50.8928826917, -114.1827594497 50.8928817143, -114.1815581973 50.892879499, -114.1810468798 50.8928778424, -114.1802434121 50.8928766413, -114.1797511906 50.892876583, -114.178804848 50.8928747936, -114.178192633 50.892873278, -114.1771411329 50.8928716544, -114.1767975315 50.8928713581, -114.176131923 50.8928707523, -114.1757542333 50.8928705043, -114.175527314 50.8928691951, -114.1742198871 50.8928667772, -114.1719954561 50.8928601515, -114.1690026268 50.8928586051, -114.1666357586 50.8928481862, -114.1654620582 50.8928400061, -114.1647650853 50.8928390222, -114.1628004511 50.8928461178, -114.1621454616 50.8928460405, -114.1612684217 50.8928450383, -114.1599694945 50.8928424509, -114.1583189843 50.8928409673, -114.1572096396 50.8928388848, -114.1561868016 50.8928368855, -114.1553939761 50.8928211061, -114.1543945663 50.8928122069, -114.1531187249 50.892813702, -114.1521999993 50.8928295076, -114.1511028012 50.8928300329, -114.1497083596 50.8928295514, -114.1476734418 50.8928277164, -114.1455792842 50.8928251225, -114.1435592907 50.8928224601, -114.1421539788 50.8928197539, -114.1410843252 50.8928179283, -114.1402911628 50.8928144926, -114.1396951166 50.8928041937))",3293.93382731,6000
2017,14STNW9B,"MULTILINESTRING ((-114.0947253073 51.0596600529, -114.0947194371 51.0608163755, -114.0946226987 51.0611442673, -114.0946093042 51.0623451163))",299.311078744,37000
2017,BONA1B,"MULTILINESTRING ((-114.0599571991 50.9490467577, -114.0599577724 50.9491262055, -114.0599581982 50.949296809, -114.0599512304 50.9497303541, -114.0599547467 50.9499093642, -114.0599487446 50.9506412397, -114.0599593272 50.9510913135, -114.059996455 50.9514391398, -114.0600735121 50.9519252719, -114.0601528882 50.9522683809))",359.13554377,23000
2017,PEIGAN3,"MULTILINESTRING ((-113.9581705562 51.0149356991, -113.9556421062 51.0149398693, -113.9525945109 51.0149426758, -113.950174717 51.0149334818, -113.9484998344 51.0149270888, -113.9466616951 51.0148549078, -113.9427591473 51.0147460263, -113.9412226478 51.0146976932, -113.9399312176 51.0146732504, -113.9381589922 51.0146723259, -113.9361322224 51.0146890751, -113.9340676605 51.0147652315, -113.9317768487 51.0148412196, -113.9293635248 51.0148883081, -113.9253298579 51.015209283, -113.9232756835 51.0153422339, -113.9209713614 51.0154168251))",2614.67328995,27000
2017,51STSW1,"MULTILINESTRING ((-114.159727853 51.0179405941, -114.1597176705 51.0180487281, -114.159712832 51.0181018922, -114.1597065463 51.0181565371, -114.1597018779 51.0182106961, -114.159699552 51.0182401929, -114.1596988754 51.0182788742, -114.1597038726 51.0183204487, -114.1597080418 51.0183562223, -114.1597101245 51.0183795866, -114.159735393 51.0185347526, -114.1597612795 51.01864494, -114.1597890294 51.01872581, -114.159824635 51.0188090139, -114.159866197 51.0189121445, -114.159933309 51.0190269654, -114.1600575975 51.0192269976, -114.1601138562 51.0193180347, -114.1601696975 51.0194012251))",167.719809368,13000
2017,EASTHLLSBVSE1,"MULTILINESTRING ((-113.9082093012 51.0403532718, -113.908664614 51.0402526755, -113.9091331437 51.0401613273, -113.9100928983 51.0401089627, -113.911019965 51.0401045039))",200.804883488,8000
2017,114AVSE4,"MULTILINESTRING ((-113.9575592371 50.9505858706, -113.9574589035 50.9505820295, -113.9573365559 50.950580115, -113.9572043406 50.950577572, -113.9570760738 50.9505744072, -113.9569359675 50.9505712379, -113.9567657824 50.950568043, -113.956587194 50.9505642352, -113.9564312999 50.9505616824, -113.9562946161 50.9505603809, -113.9561574676 50.9505584587, -113.9560351201 50.9505565419, -113.9558855916 50.9505558571, -113.9557444966 50.9505539329, -113.9556201746 50.9505526389, -113.9555355168 50.9505526183, -113.9553973595 50.9505520506, -113.9552451455 50.9505527439, -113.9550810409 50.9505534324, -113.9549240708 50.9505526204, -113.9547849373 50.9505533182, -113.9546535936 50.9505532007, -113.9545189621 50.9505534406, -113.9543611022 50.950552854, -113.9542082267 50.9505533191, -113.9540553498 50.9505537841, -113.9538258552 50.9505536765, -113.9536505461 50.9505541321, -113.9534619437 50.9505540571, -113.95316429 50.9505555302, -113.9529632258 50.9505543985, -113.9527759701 50.9505553775, -113.9525616104 50.9505558156, -113.9524173058 50.9505557569, -113.9522411675 50.950555685, -113.9521002069 50.9505561397, -113.9519830579 50.9505560916, -113.951912349 50.9505558054, -113.9518025663 50.9505559382, -113.951709976 50.950555588, -113.9516099953 50.9505564806, -113.95146098 50.9505564251, -113.9513827849 50.9505563926, -113.951293119 50.9505562815, -113.9512009455 50.9505562071, -113.9510913832 50.9505565217, -113.9509806806 50.9505557543, -113.950850348 50.9505564124, -113.9506911405 50.9505570663, -113.9504085414 50.9505569467, -113.9502493339 50.9505576, -113.9500544457 50.9505571482, -113.9498265176 50.950557411, -113.9496616035 50.9505577005, -113.9493857999 50.9505590296, -113.9491076476 50.9505581797, -113.9489410229 50.9505584674, -113.9488639464 50.950558449, -113.9487720437 50.95055797, -113.9486557789 50.9505589186, -113.9485371427 50.9505588664, -113.9484371687 50.950558825, -113.9483327287 50.9505587735, -113.9481753375 50.9505592036, -113.948021111 50.9505586352, -113.9479151281 50.9505600875, -113.9478047628 50.9505593784, -113.9476262835 50.950560451, -113.9474190659 50.9505603579, -113.9472375579 50.9505602769, -113.9470477401 50.950560191, -113.9467309821 50.9505610323, -113.9465498647 50.9505604497, -113.9461874376 50.9505607507, -113.9459462091 50.950561639, -113.9454043524 50.9505613708, -113.945210581 50.9505612801, -113.9447684637 50.9505620931, -113.9445288183 50.9505624794, -113.9440359796 50.9505627207, -113.9438327164 50.950563123, -113.9432277035 50.9505638391, -113.9430125778 50.9505632345, -113.9423073867 50.9505644247, -113.9421041214 50.9505653238, -113.9415085306 50.950565508, -113.9412744214 50.9505658903, -113.940624389 50.9505665614, -113.9402744849 50.9505663911, -113.9400150672 50.9505657583, -113.939578262 50.9505680323, -113.9390868818 50.9505672682, -113.9389859115 50.9505672218, -113.9388316878 50.950564642, -113.9386790493 50.9505600634, -113.9383766451 50.950551416, -113.9381971163 50.9505453231, -113.937930324 50.9505317166, -113.9377808541 50.9505236396, -113.9376435588 50.9505160922, -113.9375099015 50.9505115223, -113.93736359 50.9505064455, -113.9371702549 50.9505058661, -113.9369780642 50.9505062624, -113.9365642486 50.9505060573, -113.9363823417 50.9505054585, -113.9358302645 50.9505061615, -113.9356072279 50.9505075383, -113.935424892 50.9505094343, -113.935283535 50.9505103539, -113.935213825 50.9505102991, -113.9329658208 50.9502132266, -113.9307887887 50.9495602902, -113.9286529066 50.9486978956, -113.9269821357 50.948030861, -113.9254313131 50.9477301809, -113.9236397922 50.9475646702, -113.9216558318 50.947617674, -113.9201320949 50.9476065104))",2705.96247985,19000
2017,2AVS0,"MULTILINESTRING ((-114.0626242302 51.0512267708, -114.0620691433 51.0512065389, -114.0616724567 51.0511976252, -114.0612922874 51.0511808804, -114.0609685048 51.0511743596, -114.0608411658 51.0511746462, -114.0607894279 51.0511842382, -114.060762331 51.0511923466, -114.0607044759 51.0512357881, -114.0606274315 51.0513064172))",146.904032919,7000
2017,12AVS6,"MULTILINESTRING ((-114.0815236979 51.0419401515, -114.0790722589 51.0418713894))",172.083216728,17000
2017,19STNE1E,"MULTILINESTRING ((-114.0083763369 51.052440126, -114.0083892111 51.0527426031, -114.0084356869 51.0530304506, -114.0084976335 51.0532890228, -114.0086214857 51.0535427144, -114.0087685534 51.0537915255, -114.008938829 51.0540013047, -114.0091555416 51.0542354755, -114.0095842579 51.0546900943, -114.0106458369 51.0557973234, -114.0107303634 51.0558992815, -114.011045112 51.0562443917, -114.0113573718 51.0565657656, -114.011692277 51.0569065678, -114.0128210773 51.0580935959, -114.0130248125 51.0584465059, -114.0131659833 51.0587844538, -114.013279624 51.0591850737, -114.0132793029 51.0591992703, -114.0132701115 51.0596071327))",883.495801699,9000
2017,10AVCON4,"MULTILINESTRING ((-114.1063683345 51.0445355255, -114.1060190478 51.044529408, -114.1057477229 51.0445210937, -114.105508618 51.0445138205, -114.1052118524 51.0445023186, -114.1048109002 51.0444899053, -114.1043767885 51.0444795942, -114.1040909102 51.0444745965))",159.854959075,13000
2017,6AVS9,"MULTILINESTRING ((-114.0678329171 51.0475855831, -114.0684767942 51.0475943619, -114.0690963716 51.0476148246, -114.0697057906 51.0476320863, -114.0702464683 51.0476448049))",169.375014512,21000
2017,CRANARCHWY,"MULTILINESTRING ((-113.9760677091 50.8771335564, -113.9753462365 50.877170383, -113.9745323504 50.8772121178, -113.973307623 50.8772746186))",194.875924674,11000
2017,MACLEOD7,"MULTILINESTRING ((-114.0584766999 51.0403456141, -114.0584082323 51.0412878126))",104.91817075,26000
2017,SARCEE(N)7,"MULTILINESTRING ((-114.1624302254 51.1600266137, -114.1625068026 51.1604668512, -114.1627606666 51.1615359027, -114.1629396757 51.1626522377))",294.315632454,10000
2017,HIDDENCREEK2,"MULTILINESTRING ((-114.105915952 51.1535626773, -114.1060466671 51.1533547335, -114.1061941988 51.1530220099, -114.1062308433 51.1527675691, -114.1061893731 51.152460871, -114.1061287057 51.1522663441, -114.1060553797 51.1519406088, -114.1060565945 51.1516636786, -114.1061159679 51.1513979218, -114.106308497 51.1509376508))",298.207802488,10000
2017,17AVSW7F,"MULTILINESTRING ((-114.0975957912 51.0378303783, -114.0947100438 51.0378241681))",202.389052688,18000
2017,CRWCHLD18,"MULTILINESTRING ((-114.11806448 51.0000124155, -114.1180323313 50.9996281329, -114.118016422 50.9994080245, -114.118011312 50.9992722477, -114.1180127705 50.9992209719, -114.1180252386 50.9991269574, -114.1180345576 50.9990433895, -114.1180277916 50.9988899808, -114.1180275627 50.9987997764, -114.1180256726 50.9987774809, -114.1180146116 50.998703888, -114.118006502 50.9986374291, -114.1180030746 50.9985386832, -114.118006454 50.9979905729, -114.1180121954 50.9971695269, -114.1180082686 50.9966070365, -114.1180063775 50.9963360487, -114.118002485 50.9957786411, -114.1179992205 50.9953109646, -114.1180106561 50.9945962674, -114.1180068844 50.9938566647, -114.1180068968 50.9937340499, -114.1180094041 50.9935774349, -114.1180181817 50.9931875907, -114.1180093943 50.99281755, -114.1180063401 50.9926736665, -114.1180089863 50.992656656, -114.1180165686 50.9922628575, -114.1180094825 50.9920282924, -114.1180092386 50.9913350365, -114.1180176963 50.9911595853, -114.1180048697 50.990472162, -114.1180134345 50.990350201, -114.1180286717 50.9902352418, -114.1180526903 50.9900838289, -114.1180767801 50.9899774118, -114.1181251712 50.9898316747, -114.11816709 50.9897405178, -114.1181758393 50.9896914479, -114.1181933982 50.9896171374, -114.1182002158 50.9895780868))",1162.14177321,17000
2017,1STW6,"MULTILINESTRING ((-114.065728127 51.0424612224, -114.0656974243 51.0429121793, -114.0656615314 51.0433951649))",103.995016527,7000
2017,146AVSW1,"MULTILINESTRING ((-114.1334180558 50.92186293, -114.1333724614 50.9218277568, -114.133322046 50.9217877966, -114.1332813878 50.921755349, -114.1332408868 50.9217241102, -114.1331975167 50.9216892725, -114.1331525252 50.9216544357, -114.1331097001 50.921620623, -114.1330594131 50.9215811265, -114.1330209244 50.9215507286, -114.1329705096 50.9215107683, -114.1329067789 50.9214611229, -114.1328401019 50.9214081834, -114.1327951076 50.9213726632, -114.1327231478 50.9213165058, -114.1326548421 50.9212618582, -114.1325899488 50.9212117923, -114.1325335708 50.921166708, -114.1324659524 50.9211180557, -114.1324090507 50.9210787857, -114.1323667913 50.9210535225, -114.1323203033 50.9210256336, -114.1322744062 50.9209995123, -114.1322516671 50.9209870726, -114.132171801 50.9209470733, -114.1320878483 50.9209083723, -114.1319926483 50.9208696839, -114.1319056463 50.9208374517, -114.131818659 50.9208103923, -114.1317229063 50.9207828105, -114.1316164889 50.92075448, -114.1315325952 50.9207364697, -114.1314241561 50.9207158997, -114.1313221293 50.920700639, -114.1312259878 50.9206904015, -114.1311165499 50.9206782388, -114.1310081514 50.9206725413, -114.130903856 50.9206713646, -114.1308021881 50.920670887, -114.1306866618 50.9206755428, -114.1305885256 50.9206827645, -114.1304904007 50.9206945134, -114.1303861486 50.9207088556, -114.1302642384 50.9207270245, -114.1301344469 50.9207491541, -114.1300404305 50.9207680101, -114.1299065628 50.9207953167, -114.1297716759 50.9208239171, -114.1296367906 50.9208531647, -114.1295281713 50.9208751056, -114.1293973726 50.9209030546, -114.1292522639 50.9209329594, -114.1290959149 50.9209654629, -114.1289497818 50.9209953684, -114.1286704624 50.9210537281, -114.1284885607 50.921090138, -114.1283158533 50.9211233048, -114.1281765407 50.9211491304, -114.1279874689 50.9211810218, -114.1277983844 50.9212083866, -114.127634838 50.9212273167, -114.1275313301 50.9212389018, -114.1273595912 50.9212526685, -114.1272277079 50.9212592779, -114.1270406186 50.9212685344, -114.1268672161 50.9212699959, -114.1267066947 50.921273403, -114.1265114012 50.9212736147, -114.1261350065 50.9212759206, -114.1259622029 50.9212748144, -114.1257873571 50.9212743556, -114.1255716123 50.9212739414, -114.1252911726 50.921274871, -114.1250457746 50.9212744877, -114.1247630318 50.9212741555, -114.124524799 50.9212763498, -114.1241462462 50.9212747886, -114.1239315292 50.9212763103, -114.1238047118 50.9212760717, -114.1237022159 50.9212759628, -114.1236002022 50.9212764125, -114.1234911682 50.9212758446, -114.1234263984 50.9212762547, -114.1233780514 50.9212765638))",768.938360364,18000
2017,MCIVORBVSE,"MULTILINESTRING ((-113.9517424761 50.9127765818, -113.9522719086 50.9124283773, -113.9526921767 50.9121521751, -113.9533090405 50.9117558485, -113.9538346389 50.9114808421, -113.9544793178 50.9112158462, -113.9554975813 50.910910151, -113.9563432584 50.9106755919))",404.477747943,10000
2017,MARLB2,"MULTILINESTRING ((-113.976931308 51.0562253302, -113.9769321494 51.0565042147, -113.9769243057 51.0566042552, -113.9769028244 51.0567031297, -113.9768852499 51.0567822303, -113.9768520945 51.0568496943, -113.9767994866 51.0569458612, -113.9767397333 51.0570537717, -113.9766909895 51.0571235582, -113.9766110643 51.0572061361, -113.9764455984 51.0573684373, -113.9761667123 51.0576281386, -113.9756776892 51.0580777923, -113.975514403 51.0582305644, -113.9753177565 51.0584201044, -113.9752378067 51.058539906, -113.9751676025 51.0586538923, -113.9751266209 51.0587737021, -113.9751013794 51.0588874669, -113.9750915703 51.0590107731, -113.9750776623 51.0595122207))",399.931986912,10000
2017,39AVNE3,"MULTILINESTRING ((-113.9918096948 51.0888542112, -113.9913639918 51.0888541063, -113.9899488444 51.0888532174, -113.988688853 51.0888531023, -113.987809309 51.0888523549, -113.9874438585 51.0888515944))",305.855508138,10000
2017,85STNW1A,"MULTILINESTRING ((-114.2105808549 51.1530931012, -114.2115759509 51.1540040668, -114.2109226897 51.1563216722))",384.775109248,5000
2017,SARCEE1,"MULTILINESTRING ((-114.1891053134 51.0799691717, -114.1890698743 51.0806389464, -114.1890413156 51.0811786938, -114.1890246401 51.0814938336, -114.1889934325 51.0819981003, -114.1889590539 51.082570904, -114.1889051286 51.0834101089, -114.1888912693 51.0835634413, -114.1888943421 51.0836072395, -114.1889086395 51.0836676487, -114.1889295409 51.0837361028, -114.1889471438 51.0837674097))",423.228871754,12000
2017,26AVS1,"MULTILINESTRING ((-114.1411165224 51.0300329844, -114.1404463904 51.0300485375, -114.1397343893 51.0300489586, -114.1390305399 51.0300518262, -114.1383298875 51.0300496604, -114.1376139764 51.0300459406, -114.1369084493 51.0300498645, -114.1361976128 51.0300507436, -114.1354957454 51.0300503593))",394.308824235,10000
2017,HARVESTHILLSGATE1,"MULTILINESTRING ((-114.0480198272 51.1542064938, -114.0480873282 51.1512320189))",330.914552623,7000
2017,36STNE13,"MULTILINESTRING ((-113.9762287484 51.0126593198, -113.9764083483 51.0132209075, -113.9764636868 51.013400058, -113.9765076732 51.0135312359, -113.9765545764 51.0136694551, -113.976593977 51.0137815727, -113.9766333711 51.0138928274, -113.9766793326 51.0140375711, -113.9767383591 51.0142210643, -113.9770052659 51.0149865555))",264.55908175,10000
2017,6AVS11,"MULTILINESTRING ((-114.0628670333 51.0474449734, -114.0635582276 51.0474645577, -114.0653490029 51.0475303477))",174.295258662,15000
2017,1STW2,"MULTILINESTRING ((-114.0653003937 51.0484592098, -114.0652333251 51.0493995683))",104.709361098,9000
2017,52STNE13,"MULTILINESTRING ((-113.9583575811 50.9895078327, -113.9583587293 50.9914720211, -113.9583562521 50.9936018456, -113.9583556812 50.9940614622, -113.9583555662 50.9941549562, -113.9583564092 50.9984033341, -113.9583565149 50.9989442327))",1049.67742684,25000
2017,CRWCHLD17,"MULTILINESTRING ((-114.1181142162 51.0125314408, -114.1181143931 51.0111575098, -114.1181152735 51.0102720829, -114.118095188 51.0099415576, -114.1180914693 51.0097375147, -114.1180718325 51.0095240692, -114.1180591009 51.009338487, -114.1180550812 51.0090152478, -114.1180674292 51.0087567428, -114.1180748753 51.0086660921, -114.1181184258 51.0080987022, -114.1181151342 51.0072301332, -114.1181144439 51.0060561115, -114.1181158325 51.0048893494, -114.1180889929 51.0046918707, -114.1180619231 51.0044035826, -114.1180460189 51.0041901341, -114.1180319395 51.003776586, -114.1180332227 51.0034175761, -114.1180465223 51.0030191725, -114.1180528337 51.0026704022, -114.1180632268 51.0024416795, -114.1180801734 51.0022004749, -114.1181014678 51.0019423148, -114.1181097227 51.0017357729, -114.1181157503 51.0015167572, -114.1181217688 51.0013553221, -114.1181164058 51.0009573813, -114.1181082669 51.0007364947, -114.1181137593 51.0006383376, -114.1180934628 51.0004025942, -114.11806448 51.0000124155))",1393.15229417,94000
2017,MACLEOD18A,"MULTILINESTRING ((-114.0714888247 50.95644064, -114.0714987448 50.9576608568))",135.734277587,56000
2017,DALH1,"MULTILINESTRING ((-114.1620897091 51.1078688413, -114.1616905838 51.1076886283, -114.1614013822 51.1075668028, -114.161232281 51.1074956107, -114.1609278992 51.1073675545, -114.160731787 51.1072854593, -114.1602741056 51.1070926789, -114.1599348663 51.1069497244, -114.1594196801 51.1067328965, -114.1589080795 51.1065175726))",268.785594262,8000
2017,DEERFOOT12B,"MULTILINESTRING ((-114.0402094225 50.9754731364, -114.0402534328 50.9756385029, -114.0402993766 50.9758377513, -114.0403428556 50.9761237769, -114.0403684811 50.9763503515, -114.0403838439 50.9766257805, -114.0403840669 50.9768828952, -114.0403765864 50.9770548437, -114.0403462703 50.9773448205, -114.040295675 50.977651769, -114.040252627 50.9778639045, -114.0401588656 50.9781973024, -114.0400954561 50.9783901606, -114.0400193378 50.9785926648, -114.0398750265 50.9789207838, -114.0397176221 50.9792341961, -114.0395779753 50.9795010007, -114.0393752546 50.9798264059, -114.039222856 50.9800530396, -114.0390577497 50.9802909273, -114.0383850508 50.9812170239, -114.0375724917 50.9823201281, -114.0374904408 50.9824192278, -114.0371789163 50.9828424076))",863.724601393,116000
2017,ROYALBIRCH1,"MULTILINESTRING ((-114.2135356874 51.1498790969, -114.2136671586 51.1498273294, -114.2137746092 51.1497840272, -114.213839227 51.1497578653, -114.2139519115 51.1497133505, -114.2140312422 51.1496809822, -114.2140998566 51.1496537117, -114.2142111357 51.149609201, -114.2143164429 51.149567478, -114.2144169396 51.1495274223, -114.2145136777 51.1494890383, -114.2146212304 51.1494462125, -114.214692472 51.14941728, -114.2147913692 51.1493779452, -114.2148913275 51.1493378685, -114.2149664014 51.1493078573, -114.2150355421 51.1492802634, -114.2151918821 51.1492180035, -114.2152754741 51.1491846188, -114.2153301496 51.1491621332, -114.2153945769 51.1491371755, -114.2154546039 51.1491129521, -114.2154859855 51.1491001372, -114.2159262818 51.148924272))",198.136055638,18000
2017,ELBOW3,"MULTILINESTRING ((-114.0778245563 51.0190685841, -114.0777950074 51.0191195901, -114.0777701081 51.0191836849, -114.0777598911 51.0192310544, -114.0777555716 51.0192867776, -114.0777617534 51.0194650785, -114.0777679135 51.0196303775, -114.0777769214 51.0197479191, -114.0777874088 51.0198621388, -114.0778037065 51.0199528941, -114.0778309644 51.0201021242, -114.0778257498 51.0216579443, -114.0778170134 51.0232686012, -114.0787293877 51.0248667653, -114.0788207936 51.0263941491))",827.026996858,16000
2017,SUNVAL2,"MULTILINESTRING ((-114.0256902968 50.8926126034, -114.0256852971 50.8926633313, -114.0256810171 50.8927017896, -114.0256767452 50.8927421276, -114.0256722542 50.8927848525, -114.0256703322 50.8928050813, -114.025665468 50.8928513456, -114.0256634143 50.8928674048, -114.0256591805 50.8929099553, -114.0256568725 50.892931342, -114.0256511024 50.8929871728, -114.0256454708 50.8930392403, -114.0256382945 50.893109895, -114.0256271474 50.8932027458, -114.0256175298 50.8932749409, -114.0256071374 50.8933520753, -114.0255995698 50.8934067522, -114.0255924097 50.8934528004, -114.0255841719 50.8934985665, -114.0255514408 50.8937017739, -114.0255209682 50.8938793738, -114.0254891589 50.8940458246, -114.0254361672 50.8942888996, -114.0253977198 50.8944672977, -114.0253526309 50.89465605, -114.0252678183 50.8949811527, -114.0252068119 50.895232822, -114.0251035319 50.8956559336, -114.025041195 50.8959084004, -114.024951097 50.8962654237, -114.0248993704 50.8964756794, -114.0247973351 50.8968811799, -114.0247403011 50.8971113458, -114.0246568208 50.8974508622, -114.0246050874 50.8976531535, -114.0244872385 50.8981255045, -114.0244249001 50.8983851377, -114.0243746153 50.8985803895, -114.0243388071 50.8987364878, -114.0243096389 50.8988814354, -114.0242871131 50.8990200104, -114.0242686549 50.8991730728, -114.0242567705 50.8993267766, -114.0242502167 50.899504371, -114.0242463014 50.8996437377, -114.0242477074 50.8998135128, -114.0242464704 50.8999911061, -114.0242451991 50.9001025989, -114.0242448068 50.9001794298, -114.0242421421 50.9007203471, -114.0242392959 50.9014294727, -114.0242420129 50.9015393725, -114.0242407111 50.9015951195, -114.0242473974 50.9016691818, -114.0242539493 50.9017363094, -114.0242632957 50.9018159449, -114.0242832889 50.9019170813, -114.0243179177 50.9020436985, -114.0243605239 50.9021703141, -114.0244014557 50.9022565659, -114.0244560152 50.9023624723, -114.0245158926 50.9024667864, -114.0245877358 50.9025742821, -114.0246648927 50.9026746099, -114.0247362666 50.9027592568, -114.0248187359 50.9028492305, -114.0249198225 50.902946367, -114.0250129234 50.903026782, -114.0251339493 50.9031215245, -114.0252310332 50.9031915856, -114.0253493919 50.9032688089, -114.0254597698 50.9033364774, -114.0255522885 50.9033892821, -114.0256679817 50.9034521702, -114.0258062774 50.9035190358, -114.0259073366 50.9035628142, -114.0260216948 50.9036113687, -114.0261227507 50.9036487758, -114.0262219277 50.9036843888, -114.0263102412 50.9037148009, -114.0263877158 50.9037384674, -114.0264595408 50.9037602023, -114.0265450843 50.9037843506, -114.0266322413 50.9038080157, -114.0267323087 50.9038331278, -114.0268364117 50.903856788, -114.0269195304 50.9038741698, -114.0269679494 50.9038833427, -114.0269959935 50.9038882987, -114.027073301 50.9039021487, -114.0272139486 50.9039247752, -114.02740212 50.9039497151, -114.0278386043 50.9040077121, -114.0280713954 50.9040372873, -114.0285266496 50.9040969062, -114.0288525589 50.9041386581, -114.0292252548 50.9041848817, -114.0295152763 50.9042231544, -114.0297985091 50.9042608475, -114.0300602605 50.9042936485, -114.0302104177 50.9043134659))",1580.51808719,15000
2017,90AVSE7,"MULTILINESTRING ((-114.0714884833 50.9722645286, -114.070794695 50.9722600669, -114.0703944832 50.9722602962, -114.0698045999 50.9722567881, -114.0696641133 50.9722565538, -114.0693251506 50.9722546491, -114.0691518007 50.9722536901, -114.0688875615 50.9722548468, -114.0687202672 50.9722529703))",194.42693313,7000
2017,12AVS3,"MULTILINESTRING ((-114.0913790849 51.0422170947, -114.0889171832 51.0421478956))",172.817363697,14000
2017,SARCEE3,"MULTILINESTRING ((-114.1641541101 51.0399769434, -114.1641547601 51.0401608916, -114.1641498444 51.0407789481, -114.164152548 51.0413870629, -114.1641558491 51.0423449893, -114.1641556901 51.0439753334, -114.1641551722 51.0454379209, -114.1641551926 51.0467251723, -114.1641587288 51.0486301941, -114.1641585699 51.0501054689, -114.1641554987 51.0517986225, -114.164150092 51.0522998291, -114.1641471732 51.0524267313))",1384.89669821,42000
2017,CNYNMDWS1,"MULTILINESTRING ((-114.0852492267 50.939471247, -114.085353447 50.9394860518, -114.0854260269 50.939495021, -114.0857918036 50.9395535981, -114.086018052 50.9395871357, -114.0861480233 50.9396034033, -114.0862152042 50.939608664, -114.0862823723 50.9396078557, -114.0863596727 50.939603247, -114.0867239615 50.9396747658, -114.0868802963 50.9397050103, -114.0870437837 50.9397358947, -114.0871551611 50.939757774, -114.0872384755 50.9397711823, -114.0873641455 50.9397891751, -114.0875243233 50.9398128838, -114.0876959708 50.9398373019, -114.0879541114 50.9398725748, -114.088165601 50.9399001914, -114.0883654419 50.9399232523, -114.0884992743 50.9399360703, -114.0886239126 50.9399482497, -114.0887553563 50.9399559001, -114.0888963316 50.9399641903, -114.0890168726 50.9399699122, -114.0891302587 50.9399737013, -114.0892116328 50.9399749454, -114.0894332912 50.939978006, -114.0896518851 50.939980422, -114.0903729824 50.9399801288, -114.0906388577 50.9399809934, -114.0909027308 50.9399817889, -114.0912056534 50.9399828742, -114.091439417 50.9399856258, -114.0915795457 50.9399878138, -114.0917277394 50.9399916386, -114.0919187398 50.9399990382, -114.0921067003 50.9400067787, -114.0923252099 50.9400161247, -114.092545734 50.9400252331, -114.0926431525 50.9400422825, -114.0927292244 50.9400560335, -114.0928214364 50.9400671886, -114.0929250791 50.940076587, -114.0930200198 50.9400860128, -114.0932209492 50.9401039699, -114.0934033165 50.9401206668, -114.0935986593 50.9401382169, -114.0937106818 50.9401519472, -114.0938134149 50.9401673508, -114.0938974454 50.9401845582, -114.0939726065 50.9402056591, -114.0940286438 50.9402250474, -114.0940566624 50.9402353902, -114.0940763815 50.940244349))",630.653980701,13000
